Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
CA-2015-115812,2015-09-06,,standard class,BH-11710,Brosina Hoffman,consumer,united states,los angeles,california,90032,west,FUR-TA-10001539,furniture,tables,Chromcraft Rectangular Conference Tables,1706.184
CA-2015-115812,2015-09-06,,standard class,BH-11710,Brosina Hoffman,consumer,united states,los angeles,california,90032,west,TEC-PH-10002033,technology,phones,Konftel 250 Conference phone - Charcoal black,911.424
CA-2018-114412,,,standard class,AA-10480,Andrew Allen,consumer,united states,concord,north carolina,28027,south,OFF-PA-10002365,office supplies,paper,Xerox 1967,15.552
CA-2017-161389,2017-05-12,2017-10-12,standard class,IM-15070,Irene Maddox,consumer,united states,seattle,washington,98103,west,OFF-BI-10003656,office supplies,binders,Fellowes PB200 Plastic Comb Binding Machine,407.976
US-2016-118983,,,standard class,HP-14815,Harold Pawlan,home office,united states,fort worth,texas,76106,central,OFF-AP-10002311,office supplies,appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81
US-2016-118983,,,standard class,HP-14815,Harold Pawlan,home office,united states,fort worth,texas,76106,central,OFF-BI-10000756,office supplies,binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544
CA-2015-105893,2015-11-11,,standard class,PK-19075,Pete Kriz,consumer,united states,madison,wisconsin,53711,central,OFF-ST-10004186,office supplies,storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88
CA-2015-167164,,,second class,AG-10270,Alejandro Grove,consumer,united states,west jordan,utah,84084,west,OFF-ST-10000107,office supplies,storage,Fellowes Super Stor/Drawer,55.5
CA-2015-143336,,2015-01-09,second class,ZD-21925,Zuschuss Donatelli,consumer,united states,san francisco,california,94109,west,OFF-AR-10003056,office supplies,art,Newell 341,8.56
CA-2015-143336,,2015-01-09,second class,ZD-21925,Zuschuss Donatelli,consumer,united states,san francisco,california,94109,west,TEC-PH-10001949,technology,phones,Cisco SPA 501G IP Phone,213.48
CA-2015-143336,,2015-01-09,second class,ZD-21925,Zuschuss Donatelli,consumer,united states,san francisco,california,94109,west,OFF-BI-10002215,office supplies,binders,"Wilson Jones Hanging View Binder, White, 1""",22.72
CA-2017-137330,2017-09-12,,standard class,KB-16585,Ken Black,corporate,united states,fremont,nebraska,68025,central,OFF-AR-10000246,office supplies,art,Newell 318,19.46
CA-2017-137330,2017-09-12,,standard class,KB-16585,Ken Black,corporate,united states,fremont,nebraska,68025,central,OFF-AP-10001492,office supplies,appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34
US-2018-156909,,,second class,SF-20065,Sandra Flanagan,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-CH-10002774,furniture,chairs,"Global Deluxe Stacking Chair, Gray",71.372
CA-2016-106320,,,standard class,EB-13870,Emily Burns,consumer,united states,orem,utah,84057,west,FUR-TA-10000577,furniture,tables,Bretford CR4500 Series Slim Rectangular Table,1044.63
CA-2017-121755,,,second class,EH-13945,Eric Hoffmann,consumer,united states,los angeles,california,90049,west,OFF-BI-10001634,office supplies,binders,Wilson Jones Active Use Binders,11.648
CA-2017-121755,,,second class,EH-13945,Eric Hoffmann,consumer,united states,los angeles,california,90049,west,TEC-AC-10003027,technology,accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-BO-10004834,furniture,bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-BI-10000474,office supplies,binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,FUR-FU-10004848,furniture,furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-EN-10001509,office supplies,envelopes,Poly String Tie Envelopes,3.264
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-AR-10004042,office supplies,art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-BI-10001525,office supplies,binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858
US-2016-150630,,,standard class,TB-21520,Tracy Blumstein,consumer,united states,philadelphia,pennsylvania,19140,east,OFF-AR-10001683,office supplies,art,Lumber Crayons,15.76
CA-2018-107727,,,second class,MA-17560,Matt Abelman,home office,united states,houston,texas,77095,central,OFF-PA-10000249,office supplies,paper,Easy-staple paper,29.472
CA-2017-117590,2017-08-12,2017-10-12,first class,GH-14485,Gene Hale,corporate,united states,richardson,texas,75080,central,TEC-PH-10004977,technology,phones,GE 30524EE4,1097.544
CA-2017-117590,2017-08-12,2017-10-12,first class,GH-14485,Gene Hale,corporate,united states,richardson,texas,75080,central,FUR-FU-10003664,furniture,furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92
CA-2016-117415,,,standard class,SN-20710,Steve Nguyen,home office,united states,houston,texas,77041,central,OFF-EN-10002986,office supplies,envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328
CA-2016-117415,,,standard class,SN-20710,Steve Nguyen,home office,united states,houston,texas,77041,central,FUR-BO-10002545,furniture,bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
CA-2016-117415,,,standard class,SN-20710,Steve Nguyen,home office,united states,houston,texas,77041,central,FUR-CH-10004218,furniture,chairs,"Global Fabric Manager's Chair, Dark Gray",212.058
CA-2016-117415,,,standard class,SN-20710,Steve Nguyen,home office,united states,houston,texas,77041,central,TEC-PH-10000486,technology,phones,Plantronics HL10 Handset Lifter,371.168
CA-2018-120999,2018-10-09,,standard class,LC-16930,Linda Cazamias,corporate,united states,naperville,illinois,60540,central,TEC-PH-10004093,technology,phones,Panasonic Kx-TS550,147.168
CA-2017-101343,,,standard class,RA-19885,Ruben Ausman,corporate,united states,los angeles,california,90049,west,OFF-ST-10003479,office supplies,storage,"Eldon Base for stackable storage shelf, platinum",77.88
CA-2018-139619,,,standard class,ES-14080,Erin Smith,corporate,united states,melbourne,florida,32935,south,OFF-ST-10003282,office supplies,storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
CA-2017-118255,2017-11-03,,first class,ON-18715,Odella Nelson,corporate,united states,eagan,minnesota,55122,central,TEC-AC-10000171,technology,accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
CA-2017-118255,2017-11-03,,first class,ON-18715,Odella Nelson,corporate,united states,eagan,minnesota,55122,central,OFF-BI-10003291,office supplies,binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
CA-2015-146703,,,second class,PO-18865,Patrick O'Donnell,consumer,united states,westland,michigan,48185,central,OFF-ST-10001713,office supplies,storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
CA-2017-169194,,,standard class,LH-16900,Lena Hernandez,consumer,united states,dover,delaware,19901,east,TEC-AC-10002167,technology,accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0
CA-2017-169194,,,standard class,LH-16900,Lena Hernandez,consumer,united states,dover,delaware,19901,east,TEC-PH-10003988,technology,phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
CA-2016-115742,,,standard class,DP-13000,Darren Powers,consumer,united states,new albany,indiana,47150,central,OFF-BI-10004410,office supplies,binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
CA-2016-115742,,,standard class,DP-13000,Darren Powers,consumer,united states,new albany,indiana,47150,central,OFF-LA-10002762,office supplies,labels,Avery 485,75.18
CA-2016-115742,,,standard class,DP-13000,Darren Powers,consumer,united states,new albany,indiana,47150,central,FUR-FU-10001706,furniture,furnishings,Longer-Life Soft White Bulbs,6.16
CA-2016-115742,,,standard class,DP-13000,Darren Powers,consumer,united states,new albany,indiana,47150,central,FUR-CH-10003061,furniture,chairs,"Global Leather Task Chair, Black",89.99
CA-2017-105816,2017-11-12,,standard class,JM-15265,Janet Molinari,corporate,united states,new york city,new york,10024,east,OFF-FA-10000304,office supplies,fasteners,Advantus Push Pins,15.26
CA-2017-105816,2017-11-12,,standard class,JM-15265,Janet Molinari,corporate,united states,new york city,new york,10024,east,TEC-PH-10002447,technology,phones,AT&T CL83451 4-Handset Telephone,1029.95
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,OFF-ST-10000604,office supplies,storage,Home/Office Personal File Carts,208.56
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,OFF-PA-10001569,office supplies,paper,Xerox 232,32.4
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,FUR-CH-10003968,furniture,chairs,Novimex Turbo Task Chair,319.41
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,OFF-PA-10000587,office supplies,paper,"Array Parchment Paper, Assorted Colors",14.56
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,TEC-AC-10002167,technology,accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,OFF-BI-10001460,office supplies,binders,Plastic Binding Combs,48.48
CA-2017-111682,,,first class,TB-21055,Ted Butterfield,consumer,united states,troy,new york,12180,east,OFF-AR-10001868,office supplies,art,Prang Dustless Chalk Sticks,1.68
CA-2016-135545,,,standard class,KM-16720,Kunst Miller,consumer,united states,los angeles,california,90004,west,TEC-AC-10004633,technology,accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
CA-2016-135545,,,standard class,KM-16720,Kunst Miller,consumer,united states,los angeles,california,90004,west,OFF-BI-10001078,office supplies,binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
CA-2016-135545,,,standard class,KM-16720,Kunst Miller,consumer,united states,los angeles,california,90004,west,OFF-PA-10003892,office supplies,paper,Xerox 1943,146.73
CA-2016-135545,,,standard class,KM-16720,Kunst Miller,consumer,united states,los angeles,california,90004,west,FUR-FU-10000397,furniture,furnishings,Luxo Economy Swing Arm Lamp,79.76
US-2016-164175,,2016-05-05,standard class,PS-18970,Paul Stevenson,home office,united states,chicago,illinois,60610,central,FUR-CH-10001146,furniture,chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115
CA-2015-106376,2015-05-12,2015-10-12,standard class,BS-11590,Brendan Sweed,corporate,united states,gilbert,arizona,85234,west,OFF-AR-10002671,office supplies,art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
CA-2015-106376,2015-05-12,2015-10-12,standard class,BS-11590,Brendan Sweed,corporate,united states,gilbert,arizona,85234,west,TEC-PH-10002726,technology,phones,netTALK DUO VoIP Telephone Service,167.968
CA-2017-119823,2017-04-06,2017-06-06,first class,KD-16270,Karen Daniels,consumer,united states,springfield,virginia,22153,south,OFF-PA-10000482,office supplies,paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
CA-2017-106075,,,standard class,HM-14980,Henry MacAllister,consumer,united states,new york city,new york,10009,east,OFF-BI-10004654,office supplies,binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
CA-2018-114440,,,second class,TB-21520,Tracy Blumstein,consumer,united states,jackson,michigan,49201,central,OFF-PA-10004675,office supplies,paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
US-2016-134026,,2016-02-05,standard class,JE-15745,Joel Eaton,consumer,united states,memphis,tennessee,38109,south,FUR-CH-10000513,furniture,chairs,High-Back Leather Manager's Chair,831.936
US-2016-134026,,2016-02-05,standard class,JE-15745,Joel Eaton,consumer,united states,memphis,tennessee,38109,south,FUR-FU-10003708,furniture,furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
US-2016-134026,,2016-02-05,standard class,JE-15745,Joel Eaton,consumer,united states,memphis,tennessee,38109,south,OFF-ST-10004123,office supplies,storage,Safco Industrial Wire Shelving System,72.784
US-2018-118038,2018-09-12,2018-11-12,first class,KB-16600,Ken Brennan,corporate,united states,houston,texas,77041,central,OFF-BI-10004182,office supplies,binders,Economy Binders,1.248
US-2018-118038,2018-09-12,2018-11-12,first class,KB-16600,Ken Brennan,corporate,united states,houston,texas,77041,central,FUR-FU-10000260,furniture,furnishings,"6"" Cubicle Wall Clock, Black",9.708
US-2018-118038,2018-09-12,2018-11-12,first class,KB-16600,Ken Brennan,corporate,united states,houston,texas,77041,central,OFF-ST-10000615,office supplies,storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
US-2015-147606,,2015-01-12,second class,JE-15745,Joel Eaton,consumer,united states,houston,texas,77070,central,FUR-FU-10003194,furniture,furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
CA-2017-127208,2017-12-06,,first class,SC-20770,Stewart Carmichael,corporate,united states,decatur,alabama,35601,south,OFF-AP-10002118,office supplies,appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
CA-2017-127208,2017-12-06,,first class,SC-20770,Stewart Carmichael,corporate,united states,decatur,alabama,35601,south,OFF-BI-10002309,office supplies,binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
CA-2015-139451,2015-12-10,,standard class,DN-13690,Duane Noonan,consumer,united states,san francisco,california,94122,west,OFF-AR-10002053,office supplies,art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
CA-2015-139451,2015-12-10,,standard class,DN-13690,Duane Noonan,consumer,united states,san francisco,california,94122,west,OFF-ST-10002370,office supplies,storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
CA-2016-149734,2016-03-09,2016-08-09,standard class,JC-16105,Julie Creighton,corporate,united states,durham,north carolina,27707,south,OFF-EN-10000927,office supplies,envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
US-2018-119662,,,first class,CS-12400,Christopher Schild,home office,united states,chicago,illinois,60623,central,OFF-ST-10003656,office supplies,storage,Safco Industrial Wire Shelving,230.376
CA-2018-140088,,,second class,PO-18865,Patrick O'Donnell,consumer,united states,columbia,south carolina,29203,south,FUR-CH-10000863,furniture,chairs,Novimex Swivel Fabric Task Chair,301.96
CA-2018-155558,,2018-02-11,standard class,PG-18895,Paul Gonzalez,consumer,united states,rochester,minnesota,55901,central,TEC-AC-10001998,technology,accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
CA-2018-155558,,2018-02-11,standard class,PG-18895,Paul Gonzalez,consumer,united states,rochester,minnesota,55901,central,OFF-LA-10000134,office supplies,labels,Avery 511,6.16
CA-2017-159695,2017-05-04,2017-10-04,second class,GM-14455,Gary Mitchum,home office,united states,houston,texas,77095,central,OFF-ST-10003442,office supplies,storage,Eldon Portable Mobile Manager,158.368
CA-2017-109806,,,standard class,JS-15685,Jim Sink,corporate,united states,los angeles,california,90036,west,OFF-AR-10004930,office supplies,art,Turquoise Lead Holder with Pocket Clip,20.1
CA-2017-109806,,,standard class,JS-15685,Jim Sink,corporate,united states,los angeles,california,90036,west,TEC-PH-10004093,technology,phones,Panasonic Kx-TS550,73.584
CA-2017-109806,,,standard class,JS-15685,Jim Sink,corporate,united states,los angeles,california,90036,west,OFF-PA-10000304,office supplies,paper,Xerox 1995,6.48
CA-2016-149587,,2016-05-02,second class,KB-16315,Karl Braun,consumer,united states,minneapolis,minnesota,55407,central,OFF-PA-10003177,office supplies,paper,Xerox 1999,12.96
CA-2016-149587,,2016-05-02,second class,KB-16315,Karl Braun,consumer,united states,minneapolis,minnesota,55407,central,FUR-FU-10003799,furniture,furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
CA-2016-149587,,2016-05-02,second class,KB-16315,Karl Braun,consumer,united states,minneapolis,minnesota,55407,central,OFF-BI-10002852,office supplies,binders,Ibico Standard Transparent Covers,32.96
US-2018-109484,2018-06-11,2018-12-11,standard class,RB-19705,Roger Barcio,home office,united states,portland,oregon,97206,west,OFF-BI-10004738,office supplies,binders,Flexible Leather- Look Classic Collection Ring Binder,5.682
CA-2018-161018,2018-09-11,2018-11-11,second class,PN-18775,Parhena Norris,home office,united states,new york city,new york,10009,east,FUR-FU-10000629,furniture,furnishings,9-3/4 Diameter Round Wall Clock,96.53
CA-2018-157833,,,first class,KD-16345,Katherine Ducich,consumer,united states,san francisco,california,94122,west,OFF-BI-10001721,office supplies,binders,Trimflex Flexible Post Binders,51.312
CA-2017-149223,2017-06-09,2017-11-09,standard class,ER-13855,Elpida Rittenbach,corporate,united states,saint paul,minnesota,55106,central,OFF-AP-10000358,office supplies,appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88
CA-2017-158568,,2017-02-09,standard class,RB-19465,Rick Bensley,home office,united states,chicago,illinois,60610,central,OFF-PA-10003256,office supplies,paper,Avery Personal Creations Heavyweight Cards,64.624
CA-2017-158568,,2017-02-09,standard class,RB-19465,Rick Bensley,home office,united states,chicago,illinois,60610,central,TEC-AC-10001767,technology,accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
CA-2017-158568,,2017-02-09,standard class,RB-19465,Rick Bensley,home office,united states,chicago,illinois,60610,central,OFF-BI-10002609,office supplies,binders,Avery Hidden Tab Dividers for Binding Systems,1.788
CA-2017-129903,2017-01-12,2017-04-12,second class,GZ-14470,Gary Zandusky,consumer,united states,rochester,minnesota,55901,central,OFF-PA-10004040,office supplies,paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
US-2016-156867,,,standard class,LC-16870,Lena Cacioppo,consumer,united states,aurora,colorado,80013,west,TEC-AC-10001552,technology,accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896
US-2016-156867,,,standard class,LC-16870,Lena Cacioppo,consumer,united states,aurora,colorado,80013,west,FUR-FU-10004006,furniture,furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
US-2016-156867,,,standard class,LC-16870,Lena Cacioppo,consumer,united states,aurora,colorado,80013,west,OFF-BI-10002794,office supplies,binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
CA-2018-119004,,,standard class,JM-15250,Janet Martin,consumer,united states,charlotte,north carolina,28205,south,TEC-AC-10003499,technology,accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
CA-2018-119004,,,standard class,JM-15250,Janet Martin,consumer,united states,charlotte,north carolina,28205,south,TEC-PH-10002844,technology,phones,Speck Products Candyshell Flip Case,27.992
CA-2018-119004,,,standard class,JM-15250,Janet Martin,consumer,united states,charlotte,north carolina,28205,south,OFF-AR-10000390,office supplies,art,Newell Chalk Holder,3.304
CA-2016-129476,,,standard class,PA-19060,Pete Armstrong,home office,united states,orland park,illinois,60462,central,TEC-AC-10000844,technology,accessories,Logitech Gaming G510s - Keyboard,339.96
CA-2018-146780,,,standard class,CV-12805,Cynthia Voltz,corporate,united states,new york city,new york,10035,east,FUR-FU-10001934,furniture,furnishings,Magnifier Swing Arm Lamp,41.96
CA-2017-128867,2017-03-11,2017-10-11,standard class,CL-12565,Clay Ludtke,consumer,united states,urbandale,iowa,50322,central,OFF-AR-10000380,office supplies,art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
CA-2017-128867,2017-03-11,2017-10-11,standard class,CL-12565,Clay Ludtke,consumer,united states,urbandale,iowa,50322,central,OFF-BI-10003981,office supplies,binders,"Avery Durable Plastic 1"" Binders",27.24
CA-2015-115259,,,second class,RC-19960,Ryan Crowe,consumer,united states,columbus,ohio,43229,east,OFF-FA-10000621,office supplies,fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096
CA-2015-115259,,,second class,RC-19960,Ryan Crowe,consumer,united states,columbus,ohio,43229,east,OFF-EN-10002600,office supplies,envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
CA-2015-115259,,,second class,RC-19960,Ryan Crowe,consumer,united states,columbus,ohio,43229,east,OFF-PA-10004965,office supplies,paper,Xerox 1921,23.976
CA-2015-115259,,,second class,RC-19960,Ryan Crowe,consumer,united states,columbus,ohio,43229,east,OFF-EN-10002504,office supplies,envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
CA-2016-110457,2016-02-03,2016-06-03,standard class,DK-13090,Dave Kipp,consumer,united states,seattle,washington,98103,west,FUR-TA-10001768,furniture,tables,Hon Racetrack Conference Tables,787.53
US-2016-136476,2016-05-04,2016-10-04,standard class,GG-14650,Greg Guthrie,corporate,united states,bristol,tennessee,37620,south,OFF-BI-10003650,office supplies,binders,GBC DocuBind 300 Electric Binding Machine,157.794
CA-2017-103730,2017-12-06,,first class,SC-20725,Steven Cartwright,consumer,united states,wilmington,delaware,19805,east,FUR-FU-10002157,furniture,furnishings,Artistic Insta-Plaque,47.04
CA-2017-103730,2017-12-06,,first class,SC-20725,Steven Cartwright,consumer,united states,wilmington,delaware,19805,east,OFF-BI-10003910,office supplies,binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84
CA-2017-103730,2017-12-06,,first class,SC-20725,Steven Cartwright,consumer,united states,wilmington,delaware,19805,east,OFF-ST-10000777,office supplies,storage,"Companion Letter/Legal File, Black",226.56
CA-2017-103730,2017-12-06,,first class,SC-20725,Steven Cartwright,consumer,united states,wilmington,delaware,19805,east,OFF-EN-10002500,office supplies,envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02
CA-2017-103730,2017-12-06,,first class,SC-20725,Steven Cartwright,consumer,united states,wilmington,delaware,19805,east,TEC-PH-10003875,technology,phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
US-2015-152030,,,second class,AD-10180,Alan Dominguez,home office,united states,houston,texas,77041,central,FUR-CH-10004063,furniture,chairs,Global Deluxe High-Back Manager's Chair,600.558
US-2015-134614,,,standard class,PF-19165,Philip Fox,consumer,united states,bloomington,illinois,61701,central,FUR-TA-10004534,furniture,tables,Bevis 44 x 96 Conference Tables,617.7
US-2018-107272,2018-05-11,2018-12-11,standard class,TS-21610,Troy Staebel,consumer,united states,phoenix,arizona,85023,west,OFF-BI-10003274,office supplies,binders,"Avery Durable Slant Ring Binders, No Labels",2.388
US-2018-107272,2018-05-11,2018-12-11,standard class,TS-21610,Troy Staebel,consumer,united states,phoenix,arizona,85023,west,OFF-ST-10002974,office supplies,storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
US-2017-125969,2017-06-11,2017-10-11,second class,LS-16975,Lindsay Shagiari,home office,united states,los angeles,california,90004,west,FUR-CH-10001146,furniture,chairs,"Global Task Chair, Black",81.424
US-2017-125969,2017-06-11,2017-10-11,second class,LS-16975,Lindsay Shagiari,home office,united states,los angeles,california,90004,west,FUR-FU-10003773,furniture,furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
US-2018-164147,2018-02-02,2018-05-02,first class,DW-13585,Dorothy Wardle,corporate,united states,columbus,ohio,43229,east,TEC-PH-10002293,technology,phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
US-2018-164147,2018-02-02,2018-05-02,first class,DW-13585,Dorothy Wardle,corporate,united states,columbus,ohio,43229,east,OFF-PA-10002377,office supplies,paper,Xerox 1916,78.304
US-2018-164147,2018-02-02,2018-05-02,first class,DW-13585,Dorothy Wardle,corporate,united states,columbus,ohio,43229,east,OFF-FA-10002780,office supplies,fasteners,Staples,21.456
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-PA-10001804,office supplies,paper,Xerox 195,20.04
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-PA-10001736,office supplies,paper,Xerox 1880,35.44
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-AR-10001149,office supplies,art,"Sanford Colorific Colored Pencils, 12/Box",11.52
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-FA-10002988,office supplies,fasteners,Ideal Clamps,4.02
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-BI-10004781,office supplies,binders,GBC Wire Binding Strips,76.176
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,OFF-SU-10001218,office supplies,supplies,Fiskars Softgrip Scissors,65.88
CA-2017-145583,,,standard class,LC-16885,Lena Creighton,consumer,united states,roseville,california,95661,west,FUR-FU-10001706,furniture,furnishings,Longer-Life Soft White Bulbs,43.12
